benefit_id,card_id,row_type,benefit_group,benefit_title,benefit_summary,category,on_offline,region,benefit_type,value,unit,target_merchants,excluded_merchants,performance_level,max_limit,benefit_content,updated_at 
1,AAP1731,혜택,KSP,KSP,많이 쓰는 영역 30% 자동 맞춤 할인,,Both,국내,서비스,,,,,,,많이 쓰는 영역 30% 자동 맞춤 할인,2026-04-08 13:22
2,AAP1731,혜택,KSP,KSP,교통·이동통신·스트리밍 10% 결제일할인,,Both,국내,서비스,,,,,,,교통·이동통신·스트리밍 10% 결제일할인,2026-04-08 13:22
3,AAP1731,혜택,KSP,KSP,온라인 간편결제·해외 3%·1% 결제일할인,,Both,국내,서비스,,,,,,,온라인 간편결제·해외 3%·1% 결제일할인,2026-04-08 13:22
4,AAP1731,혜택,카드이용TIP,카드이용TIP,알아두면 유용한 정보,,Both,국내,서비스,,,,,,,알아두면 유용한 정보,2026-04-08 13:22
5,AAP1731,혜택,카드이용TIP,카드이용TIP,컨택리스 결제 지원(해외겸용카드),,Both,국내,서비스,,,,,,,컨택리스 결제 지원(해외겸용카드),2026-04-08 13:22
6,AAP1731,혜택,카드이용TIP,카드이용TIP,카드플레이트에 인증마크가 있으면 단말기에 카드 터치만으로 결제가능! 해외에서도 안전하고 편리하게 결제하세요.,,Both,국내,서비스,,,,,,,카드플레이트에 인증마크가 있으면 단말기에 카드 터치만으로 결제가능! 해외에서도 안전하고 편리하게 결제하세요.,2026-04-08 13:22
7,AAP1731,혜택,카드이용TIP,카드이용TIP,취향 저격 맞춤 할인!주요 혜택 체크 포인트,,Both,국내,서비스,,,,,,,취향 저격 맞춤 할인!주요 혜택 체크 포인트,2026-04-08 13:22
8,AAP1731,혜택,카드이용TIP,카드이용TIP,① 많이 쓰는 영역 30% 자동 맞춤 할인,,Both,국내,서비스,,,,,,,① 많이 쓰는 영역 30% 자동 맞춤 할인,2026-04-08 13:22
9,AAP1731,혜택,카드이용TIP,카드이용TIP,"커피전문점, 배달앱, 델리 영역 중 매달 가장 많이 쓴 곳에서 월 최대 10,000원이 자동으로 할인돼요. 할인된 금액은 매달 결제대금에서 자동 차감되니 더 편리해요.",,Both,국내,서비스,,,,,,,"커피전문점, 배달앱, 델리 영역 중 매달 가장 많이 쓴 곳에서 월 최대 10,000원이 자동으로 할인돼요. 할인된 금액은 매달 결제대금에서 자동 차감되니 더 편리해요.",2026-04-08 13:22
10,AAP1731,혜택,카드이용TIP,카드이용TIP,② 교통/이동통신/스트리밍 10% 결제일할인,,Both,국내,서비스,,,,,,,② 교통/이동통신/스트리밍 10% 결제일할인,2026-04-08 13:22
11,AAP1731,혜택,카드이용TIP,카드이용TIP,"버스, 지하철, 택시 이용건과 이동통신, 스트리밍 이용료 정기결제건은 월 최대 20,000원을 할인 받을 수 있어요.",,Both,국내,서비스,,,,,,,"버스, 지하철, 택시 이용건과 이동통신, 스트리밍 이용료 정기결제건은 월 최대 20,000원을 할인 받을 수 있어요.",2026-04-08 13:22
12,AAP1731,혜택,카드이용TIP,카드이용TIP,③ 온라인 간편결제/해외 3%/1% 결제일할인,,Both,국내,서비스,,,,,,,③ 온라인 간편결제/해외 3%/1% 결제일할인,2026-04-08 13:22
13,AAP1731,혜택,카드이용TIP,카드이용TIP,"온라인에서도, 해외에서도 월 최대 3% 할인을 받을 수 있어요.",,Both,국내,서비스,,,,,,,"온라인에서도, 해외에서도 월 최대 3% 할인을 받을 수 있어요.",2026-04-08 13:22
14,AAP1731,혜택,카드이용TIP,카드이용TIP,Q. 전월 이용금액 채울 때 기억할 점은?,,Both,국내,서비스,,,,,,,Q. 전월 이용금액 채울 때 기억할 점은?,2026-04-08 13:22
15,AAP1731,혜택,카드이용TIP,카드이용TIP,A. 3%/10% 할인 받은 이용금액 제외!,,Both,국내,서비스,,,,,,,A. 3%/10% 할인 받은 이용금액 제외!,2026-04-08 13:22
16,AAP1731,혜택,카드이용TIP,카드이용TIP,"이 카드는 3%/10% 할인이 적용된 이용금액은 전월 이용금액에서 제외되고, 할인 대상 가맹점에서 결제한 나머지 금액은 모두 포함돼요.",,Both,국내,서비스,,,,,,,"이 카드는 3%/10% 할인이 적용된 이용금액은 전월 이용금액에서 제외되고, 할인 대상 가맹점에서 결제한 나머지 금액은 모두 포함돼요.",2026-04-08 13:22
17,AAP1731,혜택,카드 디자인 소개,카드이용TIP,삼성 iD 카드 진짜 나를 담은 카드 / 내 마음대로 고르는 디자인- 다양한 스타일로 새롭게 선보이는 삼성 iD 카드를 소개합니다.,,Both,국내,서비스,,,,,,,삼성 iD 카드 진짜 나를 담은 카드 / 내 마음대로 고르는 디자인- 다양한 스타일로 새롭게 선보이는 삼성 iD 카드를 소개합니다.,2026-04-08 13:22
18,AAP1731,혜택,카드 디자인 소개,카드이용TIP,뉴블루 디자인,,Both,국내,서비스,,,,,,,"뉴블루: 재생 플라스틱 소재에 통통 튀는 뉴블루 컬러, 하단에는 노치 쉐입을 적용하여 유니크한 감성과 사용 편리성을 업그레이드한 플레이트로스페셜 에디션만의 특별함을 경험해 보세요.",2026-04-08 13:22
19,AAP1731,혜택,카드 디자인 소개,카드이용TIP,모던 디자인,,Both,국내,서비스,,,,,,,모던: 군더더기 없는 심플함을 추구하는 취향에 맞춤- 트렌드에 영향을 받지 않는 미니멀한 디자인과 홀로그램 dot에 반짝반짝 빛나는 나의 일상을 투영해 보세요.,2026-04-08 13:22
20,AAP1731,혜택,카드 디자인 소개,카드이용TIP,펑키 디자인,,Both,국내,서비스,,,,,,,펑키: 톡톡 튀는 개성으로 어디서나 돋보이는 취향에 맞춤- 과감한 타이포그래피에 위트 있는 아이콘을 더한 디자인으로 어디에서든 돋보이는 나만의 아이덴티티를 표현해 보세요.,2026-04-08 13:22
21,AAP1731,혜택,많이 쓰는 영역 자동 맞춤 할인,서비스안내,커피전문점·배달앱·델리 영역 중 월 이용금액이 가장 큰 1개 영역에 대해 30% 결제일할인,커피/카페/베이커리,Both,국내,할인,30,%,,"무이자할부, 삼성카드 할인이 적용된 일시불 및 할부 이용금액, 기프트/선불카드(포인트, 사이버머니 등 전자지급수단 포함) 구매 및 충전, 상품권 구매건",300000,10000,커피전문점·배달앱·델리 영역 중 월 이용금액이 가장 큰 1개 영역에 대해 30% 결제일할인,2026-04-08 13:22
22,AAP1731,혜택,많이 쓰는 영역 자동 맞춤 할인,서비스안내,온라인 간편결제·해외 3%·1% 할인 혜택과 중복 적용,페이/간편결제,Online,국내,할인,30,%,,"무이자할부, 삼성카드 할인이 적용된 일시불 및 할부 이용금액, 기프트/선불카드(포인트, 사이버머니 등 전자지급수단 포함) 구매 및 충전, 상품권 구매건",300000,10000,온라인 간편결제·해외 3%·1% 할인 혜택과 중복 적용,2026-04-08 13:22
23,AAP1731,혜택,많이 쓰는 영역 자동 맞춤 할인,대상점,커피전문점 30% 할인,커피/카페/베이커리,Both,국내,할인,30,%,"스타벅스, 이디야커피, 커피빈, 투썸플레이스, 블루보틀","무이자할부, 삼성카드 할인이 적용된 일시불 및 할부 이용금액, 기프트/선불카드(포인트, 사이버머니 등 전자지급수단 포함) 구매 및 충전, 상품권 구매건",300000,10000,"커피전문점: 스타벅스, 이디야커피, 커피빈, 투썸플레이스, 블루보틀",2026-04-08 13:22
24,AAP1731,혜택,많이 쓰는 영역 자동 맞춤 할인,대상점,배달앱 30% 할인,배달,Online,국내,할인,30,%,"배달의민족, 요기요","무이자할부, 삼성카드 할인이 적용된 일시불 및 할부 이용금액, 기프트/선불카드(포인트, 사이버머니 등 전자지급수단 포함) 구매 및 충전, 상품권 구매건",300000,10000,"배달앱: 배달의민족, 요기요",2026-04-08 13:22
25,AAP1731,혜택,많이 쓰는 영역 자동 맞춤 할인,대상점,델리 30% 할인,외식,Both,국내,할인,30,%,"쉐이크쉑, 써브웨이, 파리바게뜨, 배스킨라빈스, 던킨","무이자할부, 삼성카드 할인이 적용된 일시불 및 할부 이용금액, 기프트/선불카드(포인트, 사이버머니 등 전자지급수단 포함) 구매 및 충전, 상품권 구매건",300000,10000,"델리: 쉐이크쉑, 써브웨이, 파리바게뜨, 배스킨라빈스, 던킨",2026-04-08 13:22
26,AAP1731,할인기준,많이 쓰는 영역 자동 맞춤 할인,이용조건,"월 할인한도 : 10,000원",,,,,,,,,,10000,"월 할인한도 : 10,000원",2026-04-08 13:22
27,AAP1731,할인기준,많이 쓰는 영역 자동 맞춤 할인,이용조건,전월 이용금액 30만원 이상 시 제공,,,,,,,,,300000,10000,전월 이용금액 30만원 이상 시 제공,2026-04-08 13:22
28,AAP1731,할인기준,많이 쓰는 영역 자동 맞춤 할인,이용조건,발급월+1개월까지는 전월 이용금액 30만원 미만 시에도 제공,,,,,,,,,300000,10000,발급월+1개월까지는 전월 이용금액 30만원 미만 시에도 제공,2026-04-08 13:22
29,AAP1731,유의사항,많이 쓰는 영역 자동 맞춤 할인,할인 제외 대상,"무이자할부, 삼성카드 할인이 적용된 일시불 및 할부 이용금액, 기프트/선불카드(포인트, 사이버머니 등 전자지급수단 포함) 구매 및 충전, 상품권 구매건",,,,,,,,,,,"무이자할부, 삼성카드 할인이 적용된 일시불 및 할부 이용금액, 기프트/선불카드(포인트, 사이버머니 등 전자지급수단 포함) 구매 및 충전, 상품권 구매건",2026-04-08 13:22
30,AAP1731,유의사항,많이 쓰는 영역 자동 맞춤 할인,유의사항,결제일할인금액은 다음 달 15일 이후 결제대금에서 차감,,,,,,,,,,,결제일할인금액은 다음 달 15일 이후 결제대금에서 차감,2026-04-08 13:22
31,AAP1731,유의사항,많이 쓰는 영역 자동 맞춤 할인,유의사항,3개 영역 월 합산 이용금액 1원 이상 시 제공(1개 영역 이상 이용 시 제공),,,,,,,,,,,3개 영역 월 합산 이용금액 1원 이상 시 제공(1개 영역 이상 이용 시 제공),2026-04-08 13:22
32,AAP1731,유의사항,많이 쓰는 영역 자동 맞춤 할인,유의사항,"결제 취소건의 경우, 매출취소전표 접수월의 3개 영역 합산 이용금액 및 영역별 이용금액에 반영",,,,,,,,,,,"결제 취소건의 경우, 매출취소전표 접수월의 3개 영역 합산 이용금액 및 영역별 이용금액에 반영",2026-04-08 13:22
33,AAP1731,유의사항,많이 쓰는 영역 자동 맞춤 할인,유의사항,"오프라인 결제건에 한하며, 백화점, 할인점, 쇼핑몰 등의 임대매장은 제외(단, 스타벅스의 경우, 사이렌오더 결제건도 혜택 제공)",,,,,,,,,,,"오프라인 결제건에 한하며, 백화점, 할인점, 쇼핑몰 등의 임대매장은 제외(단, 스타벅스의 경우, 사이렌오더 결제건도 혜택 제공)",2026-04-08 13:22
34,AAP1731,유의사항,많이 쓰는 영역 자동 맞춤 할인,유의사항,"배달앱은 공식 홈페이지·앱을 통한 결제건에 한하며, 가맹점 직접 결제건은 제외",,,,,,,,,,,"배달앱은 공식 홈페이지·앱을 통한 결제건에 한하며, 가맹점 직접 결제건은 제외",2026-04-08 13:22
35,AAP1731,유의사항,많이 쓰는 영역 자동 맞춤 할인,유의사항,가족카드에는 제공되지 않음,,,,,,,,,,,가족카드에는 제공되지 않음,2026-04-08 13:22
36,AAP1731,유의사항,많이 쓰는 영역 자동 맞춤 할인,유의사항,"삼성카드의 다른 결제일할인 혜택과 중복 적용되지 않으며, 할인 혜택이 큰 금액만 적용",,,,,,,,,,,"삼성카드의 다른 결제일할인 혜택과 중복 적용되지 않으며, 할인 혜택이 큰 금액만 적용",2026-04-08 13:22
37,AAP1731,유의사항,많이 쓰는 영역 자동 맞춤 할인,유의사항,"할인 혜택 및 전월 이용금액 산정은 승인 시점 기준으로 적용.다만, 해외 결제건 및 무승인 결제건(예 : 대중교통, 이동통신 등 자동납부 결제건 등)은 매출전표 접수 시점 기준으로 적용",,,,,,,,,,,"할인 혜택 및 전월 이용금액 산정은 승인 시점 기준으로 적용.다만, 해외 결제건 및 무승인 결제건(예 : 대중교통, 이동통신 등 자동납부 결제건 등)은 매출전표 접수 시점 기준으로 적용",2026-04-08 13:22
38,AAP1731,유의사항,많이 쓰는 영역 자동 맞춤 할인,유의사항,"자체 가맹점번호로 승인 처리되는 일부 결제건(간편결제, 키오스크 등)은 할인 대상에서 제외",,,,,,,,,,,"자체 가맹점번호로 승인 처리되는 일부 결제건(간편결제, 키오스크 등)은 할인 대상에서 제외",2026-04-08 13:22
39,AAP1731,유의사항,많이 쓰는 영역 자동 맞춤 할인,유의사항,"전월 이용금액이란, 매월 1일부터 말일까지 이용한 일시불 및 할부 이용금액을 의미하며, 단기카드대출(현금서비스), 장기카드대출(카드론), 각종 수수료 및 이자(할부수수료, 카드대출 이자 등), 연체료, 연회비 납부건은 일시불 및 할부 이용금액에 해당되지 않음",,,,,,,,,,,"전월 이용금액이란, 매월 1일부터 말일까지 이용한 일시불 및 할부 이용금액을 의미하며, 단기카드대출(현금서비스), 장기카드대출(카드론), 각종 수수료 및 이자(할부수수료, 카드대출 이자 등), 연체료, 연회비 납부건은 일시불 및 할부 이용금액에 해당되지 않음",2026-04-08 13:22
40,AAP1731,유의사항,많이 쓰는 영역 자동 맞춤 할인,유의사항,"전월 이용금액 대상 산정 시, 온라인 간편결제·해외 3% 할인/교통·이동통신·스트리밍 10% 할인 혜택이 제공된 전체 이용금액, 건강보험/국민연금/고용보험/산재보험 및 장애인 고용부담금, 국세/지방세/공과금, 초·중·고등학교 학교납입금, 대학 등록금, 대중교통, 택시, 아파트 관리비, 부동산 임대료, 기프트/선불카드(포인트, 사이버머니 등 전자지급수단 포함) 구매 및 충전, 상품권 구매건은 제외",,,,,,,,,,,"전월 이용금액 대상 산정 시, 온라인 간편결제·해외 3% 할인/교통·이동통신·스트리밍 10% 할인 혜택이 제공된 전체 이용금액, 건강보험/국민연금/고용보험/산재보험 및 장애인 고용부담금, 국세/지방세/공과금, 초·중·고등학교 학교납입금, 대학 등록금, 대중교통, 택시, 아파트 관리비, 부동산 임대료, 기프트/선불카드(포인트, 사이버머니 등 전자지급수단 포함) 구매 및 충전, 상품권 구매건은 제외",2026-04-08 13:22
41,AAP1731,유의사항,많이 쓰는 영역 자동 맞춤 할인,유의사항,삼성카드 가맹점 업종 분류 기준에 의한 등록 가맹점에 한함,,,,,,,,,,,삼성카드 가맹점 업종 분류 기준에 의한 등록 가맹점에 한함,2026-04-08 13:22
42,AAP1731,유의사항,많이 쓰는 영역 자동 맞춤 할인,유의사항,"삼성카드는 아래 항목을 공과금으로 분류함 전기요금, 사회보험료(건강보험/국민연금/고용보험/산재보험), 우편요금, 도시가스요금, 여권 발급비용, 상하수도요금, 과태료, 범칙금, 벌금, 국가·공공기관·공공단체(지방자치단체, 공공조합, 영조물, 공재단)에서 개설한 가맹점 이용금액",,,,,,,,,,,"삼성카드는 아래 항목을 공과금으로 분류함 전기요금, 사회보험료(건강보험/국민연금/고용보험/산재보험), 우편요금, 도시가스요금, 여권 발급비용, 상하수도요금, 과태료, 범칙금, 벌금, 국가·공공기관·공공단체(지방자치단체, 공공조합, 영조물, 공재단)에서 개설한 가맹점 이용금액",2026-04-08 13:22
43,AAP1731,유의사항,많이 쓰는 영역 자동 맞춤 할인,유의사항,"결제 취소건의 경우, 매출취소전표 접수월의 이용금액에서 차감 반영 포인트가 적립된 결제건이 취소될 경우, 해당 포인트는 보유 포인트에서 자동 차감되며, 포인트 부족 시 카드 결제계좌에서 자동 출금",,,,,,,,,,,"결제 취소건의 경우, 매출취소전표 접수월의 이용금액에서 차감 반영 포인트가 적립된 결제건이 취소될 경우, 해당 포인트는 보유 포인트에서 자동 차감되며, 포인트 부족 시 카드 결제계좌에서 자동 출금",2026-04-08 13:22
44,AAP1731,혜택,교통·이동통신·스트리밍 할인,서비스안내,교통·이동통신·스트리밍 10% 결제일할인,대중교통/택시,Offline,국내,할인,10,%,,"무이자할부, 삼성카드 할인이 적용된 일시불 및 할부 이용금액, 교통·이동통신·스트리밍 10% 할인이 적용되지 않은 대중교통 및 택시 이용금액, 고속버스(차내 단말기 및 고속버스 앱 결제), 고속도로 통행요금, 기프트/선불카드(포인트, 사이버머니 등 전자지급수단 포함) 구매 및 충전, 상품권 구매건",300000,,교통·이동통신·스트리밍 10% 결제일할인,2026-04-08 13:22
45,AAP1731,혜택,교통·이동통신·스트리밍 할인,대상점,교통 10% 할인,대중교통/택시,Offline,국내,할인,10,%,"대중교통(버스, 지하철), 택시","무이자할부, 삼성카드 할인이 적용된 일시불 및 할부 이용금액, 교통·이동통신·스트리밍 10% 할인이 적용되지 않은 대중교통 및 택시 이용금액, 고속버스(차내 단말기 및 고속버스 앱 결제), 고속도로 통행요금, 기프트/선불카드(포인트, 사이버머니 등 전자지급수단 포함) 구매 및 충전, 상품권 구매건",300000,,"교통: 대중교통(버스, 지하철), 택시",2026-04-08 13:22
46,AAP1731,혜택,교통·이동통신·스트리밍 할인,대상점,이동통신 10% 할인,생활비_통신,Online,국내,할인,10,%,"SKT, KT, LG U+, 알뜰폰 이동통신요금 정기결제건","무이자할부, 삼성카드 할인이 적용된 일시불 및 할부 이용금액, 교통·이동통신·스트리밍 10% 할인이 적용되지 않은 대중교통 및 택시 이용금액, 고속버스(차내 단말기 및 고속버스 앱 결제), 고속도로 통행요금, 기프트/선불카드(포인트, 사이버머니 등 전자지급수단 포함) 구매 및 충전, 상품권 구매건",300000,,"이동통신: SKT, KT, LG U+, 알뜰폰 이동통신요금 정기결제건",2026-04-08 13:22
47,AAP1731,혜택,교통·이동통신·스트리밍 할인,대상점,스트리밍 10% 할인,구독/스트리밍,Online,국내,할인,10,%,"넷플릭스, 웨이브, 티빙, 왓챠, 멜론, FLO 정기결제건","무이자할부, 삼성카드 할인이 적용된 일시불 및 할부 이용금액, 교통·이동통신·스트리밍 10% 할인이 적용되지 않은 대중교통 및 택시 이용금액, 고속버스(차내 단말기 및 고속버스 앱 결제), 고속도로 통행요금, 기프트/선불카드(포인트, 사이버머니 등 전자지급수단 포함) 구매 및 충전, 상품권 구매건",300000,,"스트리밍: 넷플릭스, 웨이브, 티빙, 왓챠, 멜론, FLO 정기결제건",2026-04-08 13:22
48,AAP1731,할인기준,교통·이동통신·스트리밍 할인,이용조건,"10,000원 30만원 이상: 20,000원",,,,,20000,원,,,,,"10,000원 30만원 이상: 20,000원",2026-04-08 13:22
49,AAP1731,할인기준,교통·이동통신·스트리밍 할인,이용조건,발급월+1개월까지는 전월 이용금액 30만원 미만 시에도 30만원 이상~60만원 미만 실적구간 혜택 제공(전월 이용금액 60만원 이상 시에는 해당 실적구간 혜택 제공),,,,,,,,,300000,,발급월+1개월까지는 전월 이용금액 30만원 미만 시에도 30만원 이상~60만원 미만 실적구간 혜택 제공(전월 이용금액 60만원 이상 시에는 해당 실적구간 혜택 제공),2026-04-08 13:22
50,AAP1731,유의사항,교통·이동통신·스트리밍 할인,할인 제외 대상,"무이자할부, 삼성카드 할인이 적용된 일시불 및 할부 이용금액, 교통·이동통신·스트리밍 10% 할인이 적용되지 않은 대중교통 및 택시 이용금액, 고속버스(차내 단말기 및 고속버스 앱 결제), 고속도로 통행요금, 기프트/선불카드(포인트, 사이버머니 등 전자지급수단 포함) 구매 및 충전, 상품권 구매건",,,,,,,,,,,"무이자할부, 삼성카드 할인이 적용된 일시불 및 할부 이용금액, 교통·이동통신·스트리밍 10% 할인이 적용되지 않은 대중교통 및 택시 이용금액, 고속버스(차내 단말기 및 고속버스 앱 결제), 고속도로 통행요금, 기프트/선불카드(포인트, 사이버머니 등 전자지급수단 포함) 구매 및 충전, 상품권 구매건",2026-04-08 13:22
51,AAP1731,유의사항,교통·이동통신·스트리밍 할인,유의사항,"교통은 오프라인 결제건에 한하며, 시외·고속버스는 제외",,,,,,,,,,,"교통은 오프라인 결제건에 한하며, 시외·고속버스는 제외",2026-04-08 13:22
52,AAP1731,유의사항,교통·이동통신·스트리밍 할인,유의사항,"이동통신은 결합상품요금, 휴대전화 등 단말기 구매금액 및 대리점 카드 결제건 제외",,,,,,,,,,,"이동통신은 결합상품요금, 휴대전화 등 단말기 구매금액 및 대리점 카드 결제건 제외",2026-04-08 13:22
53,AAP1731,유의사항,교통·이동통신·스트리밍 할인,유의사항,"이동통신의 경우, 알뜰폰은 SK텔링크, KT스카이라이프, KT M모바일, 헬로모바일, 미디어로그에 한함",,,,,,,,,,,"이동통신의 경우, 알뜰폰은 SK텔링크, KT스카이라이프, KT M모바일, 헬로모바일, 미디어로그에 한함",2026-04-08 13:22
54,AAP1731,유의사항,교통·이동통신·스트리밍 할인,유의사항,스트리밍은 간편결제건 및 앱스토어를 통한 결제건(인앱 결제) 제외,,,,,,,,,,,스트리밍은 간편결제건 및 앱스토어를 통한 결제건(인앱 결제) 제외,2026-04-08 13:22
55,AAP1731,유의사항,교통·이동통신·스트리밍 할인,유의사항,"삼성카드의 다른 결제일할인 혜택과 중복 적용되지 않으며, 할인 혜택이 큰 금액만 적용",,,,,,,,,,,"삼성카드의 다른 결제일할인 혜택과 중복 적용되지 않으며, 할인 혜택이 큰 금액만 적용",2026-04-08 13:22
56,AAP1731,유의사항,교통·이동통신·스트리밍 할인,유의사항,"본인카드와 가족카드의 이용실적, 할인한도는 합산하여 산정",,,,,,,,,,,"본인카드와 가족카드의 이용실적, 할인한도는 합산하여 산정",2026-04-08 13:22
57,AAP1731,유의사항,교통·이동통신·스트리밍 할인,유의사항,"할인 혜택 및 전월 이용금액 산정은 승인 시점 기준으로 적용.다만, 해외 결제건 및 무승인 결제건(예 : 대중교통, 이동통신 등 자동납부 결제건 등)은 매출전표 접수 시점 기준으로 적용",,,,,,,,,,,"할인 혜택 및 전월 이용금액 산정은 승인 시점 기준으로 적용.다만, 해외 결제건 및 무승인 결제건(예 : 대중교통, 이동통신 등 자동납부 결제건 등)은 매출전표 접수 시점 기준으로 적용",2026-04-08 13:22
58,AAP1731,유의사항,교통·이동통신·스트리밍 할인,유의사항,"자체 가맹점번호로 승인 처리되는 일부 결제건(간편결제, 키오스크 등)은 할인 대상에서 제외",,,,,,,,,,,"자체 가맹점번호로 승인 처리되는 일부 결제건(간편결제, 키오스크 등)은 할인 대상에서 제외",2026-04-08 13:22
59,AAP1731,유의사항,교통·이동통신·스트리밍 할인,유의사항,"전월 이용금액이란, 매월 1일부터 말일까지 이용한 일시불 및 할부 이용금액을 의미하며, 단기카드대출(현금서비스), 장기카드대출(카드론), 각종 수수료 및 이자(할부수수료, 카드대출 이자 등), 연체료, 연회비 납부건은 일시불 및 할부 이용금액에 해당되지 않음",,,,,,,,,,,"전월 이용금액이란, 매월 1일부터 말일까지 이용한 일시불 및 할부 이용금액을 의미하며, 단기카드대출(현금서비스), 장기카드대출(카드론), 각종 수수료 및 이자(할부수수료, 카드대출 이자 등), 연체료, 연회비 납부건은 일시불 및 할부 이용금액에 해당되지 않음",2026-04-08 13:22
60,AAP1731,유의사항,교통·이동통신·스트리밍 할인,유의사항,"전월 이용금액 산정 시, 온라인 간편결제·해외 3% 할인/교통·이동통신·스트리밍 10% 할인 혜택이 제공된 전체 이용금액, 건강보험/국민연금/고용보험/산재보험 및 장애인 고용부담금, 국세/지방세/공과금, 초·중·고등학교 학교납입금, 대학 등록금, 대중교통, 택시, 아파트 관리비, 부동산 임대료, 기프트/선불카드(포인트, 사이버머니 등 전자지급수단 포함) 구매 및 충전, 상품권 구매건은 제외",,,,,,,,,,,"전월 이용금액 산정 시, 온라인 간편결제·해외 3% 할인/교통·이동통신·스트리밍 10% 할인 혜택이 제공된 전체 이용금액, 건강보험/국민연금/고용보험/산재보험 및 장애인 고용부담금, 국세/지방세/공과금, 초·중·고등학교 학교납입금, 대학 등록금, 대중교통, 택시, 아파트 관리비, 부동산 임대료, 기프트/선불카드(포인트, 사이버머니 등 전자지급수단 포함) 구매 및 충전, 상품권 구매건은 제외",2026-04-08 13:22
61,AAP1731,유의사항,교통·이동통신·스트리밍 할인,유의사항,삼성카드 가맹점 업종 분류 기준에 의한 등록 가맹점에 한함,,,,,,,,,,,삼성카드 가맹점 업종 분류 기준에 의한 등록 가맹점에 한함,2026-04-08 13:22
62,AAP1731,유의사항,교통·이동통신·스트리밍 할인,유의사항,"삼성카드는 아래 항목을 공과금으로 분류함 전기요금, 사회보험료(건강보험/국민연금/고용보험/산재보험), 우편요금, 도시가스요금, 여권 발급비용, 상하수도요금, 과태료, 범칙금, 벌금, 국가·공공기관·공공단체(지방자치단체, 공공조합, 영조물, 공재단)에서 개설한 가맹점 이용금액",,,,,,,,,,,"삼성카드는 아래 항목을 공과금으로 분류함 전기요금, 사회보험료(건강보험/국민연금/고용보험/산재보험), 우편요금, 도시가스요금, 여권 발급비용, 상하수도요금, 과태료, 범칙금, 벌금, 국가·공공기관·공공단체(지방자치단체, 공공조합, 영조물, 공재단)에서 개설한 가맹점 이용금액",2026-04-08 13:22
63,AAP1731,유의사항,교통·이동통신·스트리밍 할인,유의사항,"결제 취소건의 경우, 매출취소전표 접수월의 이용금액에서 차감 반영 포인트가 적립된 결제건이 취소될 경우, 해당 포인트는 보유 포인트에서 자동 차감되며, 포인트 부족 시 카드 결제계좌에서 자동 출금",,,,,,,,,,,"결제 취소건의 경우, 매출취소전표 접수월의 이용금액에서 차감 반영 포인트가 적립된 결제건이 취소될 경우, 해당 포인트는 보유 포인트에서 자동 차감되며, 포인트 부족 시 카드 결제계좌에서 자동 출금",2026-04-08 13:22
