benefit_id,card_id,row_type,benefit_group,benefit_title,benefit_summary,category,on_offline,region,benefit_type,value,unit,target_merchants,excluded_merchants,performance_level,max_limit,benefit_content,updated_at 
42,AAP1483,유의사항,대중교통·택시 할인,유의사항,해당 카드 이용 시 카드 혜택 외 삼성카드의 다른 할인 및 적립 혜택은 제공되지 않습니다.,,,,,,,,,,,해당 카드 이용 시 카드 혜택 외 삼성카드의 다른 할인 및 적립 혜택은 제공되지 않습니다.,2026-04-08 13:22
43,AAP1483,유의사항,대중교통·택시 할인,유의사항,할인이 적용된 이용금액에 대해서는 포인트가 적립되지 않습니다.,,,,,,,,,,,할인이 적용된 이용금액에 대해서는 포인트가 적립되지 않습니다.,2026-04-08 13:22
44,AAP1483,유의사항,대중교통·택시 할인,유의사항,무이자할부 이용 시 할인 혜택은 적용되지 않습니다.,,,,,,,,,,,무이자할부 이용 시 할인 혜택은 적용되지 않습니다.,2026-04-08 13:22
45,AAP1483,유의사항,대중교통·택시 할인,유의사항,"전월 이용금액 산정 시, 할인 혜택이 적용된 이용금액(할인금액이 포함된 총 금액), 국세/지방세/공과금, 아파트 관리비, 대학 등록금, 대중교통, 택시, 상품권 구매, 선불카드 충전건은 제외됩니다.",,,,,,,,,,,"전월 이용금액 산정 시, 할인 혜택이 적용된 이용금액(할인금액이 포함된 총 금액), 국세/지방세/공과금, 아파트 관리비, 대학 등록금, 대중교통, 택시, 상품권 구매, 선불카드 충전건은 제외됩니다.",2026-04-08 13:22
46,AAP1483,할인기준,대중교통·택시 할인,이용조건,"할인한도 : 통합 월 5,000원",,,,,,,,,,,"할인한도 : 통합 월 5,000원",2026-04-08 13:22
47,AAP1483,할인기준,대중교통·택시 할인,이용조건,전월 일시불 및 할부 이용금액 30만원 이상 시 제공,,,,,,,,,300000,,전월 일시불 및 할부 이용금액 30만원 이상 시 제공,2026-04-08 13:22
48,AAP1483,할인기준,대중교통·택시 할인,이용조건,발급월+1개월까지는 전월 이용금액에 관계없이 제공,,,,,,,,,300000,,발급월+1개월까지는 전월 이용금액에 관계없이 제공,2026-04-08 13:22
49,AAP1483,유의사항,대중교통·택시 할인,유의사항,정상적으로 삼성카드에 접수된 금액 중 순서대로 결제일할인(청구할인)이 적용됩니다.,,,,,,,,,,,정상적으로 삼성카드에 접수된 금액 중 순서대로 결제일할인(청구할인)이 적용됩니다.,2026-04-08 13:22
50,AAP1483,유의사항,대중교통·택시 할인,유의사항,실제 카드 이용일이 아닌 이용대금 명세서 상 기재된 이용일 기준으로 제공됩니다.,,,,,,,,,,,실제 카드 이용일이 아닌 이용대금 명세서 상 기재된 이용일 기준으로 제공됩니다.,2026-04-08 13:22
51,AAP1483,유의사항,대중교통·택시 할인,유의사항,해당 카드 이용 시 카드 혜택 외 삼성카드의 다른 할인 및 적립 혜택은 제공되지 않습니다.,,,,,,,,,,,해당 카드 이용 시 카드 혜택 외 삼성카드의 다른 할인 및 적립 혜택은 제공되지 않습니다.,2026-04-08 13:22
52,AAP1483,유의사항,대중교통·택시 할인,유의사항,할인이 적용된 이용금액에 대해서는 포인트가 적립되지 않습니다.,,,,,,,,,,,할인이 적용된 이용금액에 대해서는 포인트가 적립되지 않습니다.,2026-04-08 13:22
53,AAP1483,유의사항,대중교통·택시 할인,유의사항,무이자할부 이용 시 할인 혜택은 적용되지 않습니다.,,,,,,,,,,,무이자할부 이용 시 할인 혜택은 적용되지 않습니다.,2026-04-08 13:22
54,AAP1483,유의사항,대중교통·택시 할인,유의사항,"전월 이용금액 산정 시, 할인 혜택이 적용된 이용금액(할인금액이 포함된 총 금액), 국세/지방세/공과금, 아파트 관리비, 대학 등록금, 대중교통, 택시, 상품권 구매, 선불카드 충전건은 제외됩니다.",,,,,,,,,,,"전월 이용금액 산정 시, 할인 혜택이 적용된 이용금액(할인금액이 포함된 총 금액), 국세/지방세/공과금, 아파트 관리비, 대학 등록금, 대중교통, 택시, 상품권 구매, 선불카드 충전건은 제외됩니다.",2026-04-08 13:22
55,AAP1483,혜택,이동통신 할인,서비스안내,SKT·KT·LG U+ 이동통신요금 자동납부 시 10% 결제일할인(청구할인),생활비_통신,Online,국내,할인,,,,,300000,,SKT·KT·LG U+ 이동통신요금 자동납부 시 10% 결제일할인(청구할인),2026-04-08 13:22
56,AAP1483,유의사항,이동통신 할인,유의사항,해당 카드 이용 시 카드 혜택 외 삼성카드의 다른 할인 및 적립 혜택은 제공되지 않습니다.,,,,,,,,,,,해당 카드 이용 시 카드 혜택 외 삼성카드의 다른 할인 및 적립 혜택은 제공되지 않습니다.,2026-04-08 13:22
57,AAP1483,유의사항,이동통신 할인,유의사항,할인이 적용된 이용금액에 대해서는 포인트가 적립되지 않습니다.,,,,,,,,,,,할인이 적용된 이용금액에 대해서는 포인트가 적립되지 않습니다.,2026-04-08 13:22
58,AAP1483,유의사항,이동통신 할인,유의사항,무이자할부 이용 시 할인 혜택은 적용되지 않습니다.,,,,,,,,,,,무이자할부 이용 시 할인 혜택은 적용되지 않습니다.,2026-04-08 13:22
59,AAP1483,유의사항,이동통신 할인,유의사항,"결합상품요금, 휴대전화 단말기 구매금액 및 대리점 카드 결제건은 제외됩니다.",,,,,,,,,,,"결합상품요금, 휴대전화 단말기 구매금액 및 대리점 카드 결제건은 제외됩니다.",2026-04-08 13:22
60,AAP1483,유의사항,이동통신 할인,유의사항,"전월 이용금액 산정 시, 할인 혜택이 적용된 이용금액(할인금액이 포함된 총 금액), 국세/지방세/공과금, 아파트 관리비, 대학 등록금, 대중교통, 택시, 상품권 구매, 선불카드 충전건은 제외됩니다.",,,,,,,,,,,"전월 이용금액 산정 시, 할인 혜택이 적용된 이용금액(할인금액이 포함된 총 금액), 국세/지방세/공과금, 아파트 관리비, 대학 등록금, 대중교통, 택시, 상품권 구매, 선불카드 충전건은 제외됩니다.",2026-04-08 13:22
61,AAP1483,할인기준,이동통신 할인,이용조건,"할인한도 : 월 5,000원",,,,,,,,,,,"할인한도 : 월 5,000원",2026-04-08 13:22
62,AAP1483,할인기준,이동통신 할인,이용조건,전월 일시불 및 할부 이용금액 30만원 이상 시 제공,,,,,,,,,300000,,전월 일시불 및 할부 이용금액 30만원 이상 시 제공,2026-04-08 13:22
63,AAP1483,할인기준,이동통신 할인,이용조건,발급월+1개월까지는 전월 이용금액에 관계없이 제공(카드 자동납부 연결 필수),,,,,,,,,300000,,발급월+1개월까지는 전월 이용금액에 관계없이 제공(카드 자동납부 연결 필수),2026-04-08 13:22
64,AAP1483,유의사항,이동통신 할인,유의사항,해당 카드 이용 시 카드 혜택 외 삼성카드의 다른 할인 및 적립 혜택은 제공되지 않습니다.,,,,,,,,,,,해당 카드 이용 시 카드 혜택 외 삼성카드의 다른 할인 및 적립 혜택은 제공되지 않습니다.,2026-04-08 13:22
65,AAP1483,유의사항,이동통신 할인,유의사항,할인이 적용된 이용금액에 대해서는 포인트가 적립되지 않습니다.,,,,,,,,,,,할인이 적용된 이용금액에 대해서는 포인트가 적립되지 않습니다.,2026-04-08 13:22
66,AAP1483,유의사항,이동통신 할인,유의사항,무이자할부 이용 시 할인 혜택은 적용되지 않습니다.,,,,,,,,,,,무이자할부 이용 시 할인 혜택은 적용되지 않습니다.,2026-04-08 13:22
67,AAP1483,유의사항,이동통신 할인,유의사항,"결합상품요금, 휴대전화 단말기 구매금액 및 대리점 카드 결제건은 제외됩니다.",,,,,,,,,,,"결합상품요금, 휴대전화 단말기 구매금액 및 대리점 카드 결제건은 제외됩니다.",2026-04-08 13:22
68,AAP1483,유의사항,이동통신 할인,유의사항,"전월 이용금액 산정 시, 할인 혜택이 적용된 이용금액(할인금액이 포함된 총 금액), 국세/지방세/공과금, 아파트 관리비, 대학 등록금, 대중교통, 택시, 상품권 구매, 선불카드 충전건은 제외됩니다.",,,,,,,,,,,"전월 이용금액 산정 시, 할인 혜택이 적용된 이용금액(할인금액이 포함된 총 금액), 국세/지방세/공과금, 아파트 관리비, 대학 등록금, 대중교통, 택시, 상품권 구매, 선불카드 충전건은 제외됩니다.",2026-04-08 13:22
69,AAP1483,혜택,CGV·롯데시네마 할인,서비스안내,"CGV 및 롯데시네마 영화 티켓 10,000원 이상 결제 시 5,000원 결제일할인(청구할인)",문화/엔터,Both,국내,할인,,,,,300000,,"CGV 및 롯데시네마 영화 티켓 10,000원 이상 결제 시 5,000원 결제일할인(청구할인)",2026-04-08 13:22
70,AAP1483,유의사항,CGV·롯데시네마 할인,유의사항,"현장 결제, 공식 홈페이지 및 앱을 통한 온라인 예매 시 제공됩니다.",,,,,,,,,,,"현장 결제, 공식 홈페이지 및 앱을 통한 온라인 예매 시 제공됩니다.",2026-04-08 13:22
71,AAP1483,유의사항,CGV·롯데시네마 할인,유의사항,예매 대행 사이트 이용 시 할인은 적용되지 않습니다.,,,,,,,,,,,예매 대행 사이트 이용 시 할인은 적용되지 않습니다.,2026-04-08 13:22
72,AAP1483,유의사항,CGV·롯데시네마 할인,유의사항,해당 카드 이용 시 카드 혜택 외 삼성카드의 다른 할인 및 적립 혜택은 제공되지 않습니다.,,,,,,,,,,,해당 카드 이용 시 카드 혜택 외 삼성카드의 다른 할인 및 적립 혜택은 제공되지 않습니다.,2026-04-08 13:22
73,AAP1483,유의사항,CGV·롯데시네마 할인,유의사항,할인이 적용된 이용금액에 대해서는 포인트가 적립되지 않습니다.,,,,,,,,,,,할인이 적용된 이용금액에 대해서는 포인트가 적립되지 않습니다.,2026-04-08 13:22
74,AAP1483,유의사항,CGV·롯데시네마 할인,유의사항,무이자할부 이용 시 할인 혜택은 적용되지 않습니다.,,,,,,,,,,,무이자할부 이용 시 할인 혜택은 적용되지 않습니다.,2026-04-08 13:22
75,AAP1483,유의사항,CGV·롯데시네마 할인,유의사항,"전월 이용금액 산정 시, 할인 혜택이 적용된 이용금액(할인금액이 포함된 총 금액), 국세/지방세/공과금, 아파트 관리비, 대학 등록금, 대중교통, 택시, 상품권 구매, 선불카드 충전건은 제외됩니다.",,,,,,,,,,,"전월 이용금액 산정 시, 할인 혜택이 적용된 이용금액(할인금액이 포함된 총 금액), 국세/지방세/공과금, 아파트 관리비, 대학 등록금, 대중교통, 택시, 상품권 구매, 선불카드 충전건은 제외됩니다.",2026-04-08 13:22
76,AAP1483,할인기준,CGV·롯데시네마 할인,이용조건,전월 일시불 및 할부 이용금액 30만원 이상 시 제공,,,,,,,,,300000,,전월 일시불 및 할부 이용금액 30만원 이상 시 제공,2026-04-08 13:22
77,AAP1483,할인기준,CGV·롯데시네마 할인,이용조건,발급월+1개월까지는 전월 이용금액에 관계없이 제공(연 12회 이용한도에 포함),,,,,,,,,300000,,발급월+1개월까지는 전월 이용금액에 관계없이 제공(연 12회 이용한도에 포함),2026-04-08 13:22
78,AAP1483,할인기준,CGV·롯데시네마 할인,이용조건,"통합 일 1회, 월 2회, 연 12회 제공(연 기준 : 1.1~12.31)",,,,,,,,,300000,,"통합 일 1회, 월 2회, 연 12회 제공(연 기준 : 1.1~12.31)",2026-04-08 13:22
79,AAP1483,유의사항,CGV·롯데시네마 할인,유의사항,"현장 결제, 공식 홈페이지 및 앱을 통한 온라인 예매 시 제공됩니다.",,,,,,,,,,,"현장 결제, 공식 홈페이지 및 앱을 통한 온라인 예매 시 제공됩니다.",2026-04-08 13:22
80,AAP1483,유의사항,CGV·롯데시네마 할인,유의사항,예매 대행 사이트 이용 시 할인은 적용되지 않습니다.,,,,,,,,,,,예매 대행 사이트 이용 시 할인은 적용되지 않습니다.,2026-04-08 13:22
81,AAP1483,유의사항,CGV·롯데시네마 할인,유의사항,해당 카드 이용 시 카드 혜택 외 삼성카드의 다른 할인 및 적립 혜택은 제공되지 않습니다.,,,,,,,,,,,해당 카드 이용 시 카드 혜택 외 삼성카드의 다른 할인 및 적립 혜택은 제공되지 않습니다.,2026-04-08 13:22
82,AAP1483,유의사항,CGV·롯데시네마 할인,유의사항,할인이 적용된 이용금액에 대해서는 포인트가 적립되지 않습니다.,,,,,,,,,,,할인이 적용된 이용금액에 대해서는 포인트가 적립되지 않습니다.,2026-04-08 13:22
83,AAP1483,유의사항,CGV·롯데시네마 할인,유의사항,무이자할부 이용 시 할인 혜택은 적용되지 않습니다.,,,,,,,,,,,무이자할부 이용 시 할인 혜택은 적용되지 않습니다.,2026-04-08 13:22
84,AAP1483,유의사항,CGV·롯데시네마 할인,유의사항,"전월 이용금액 산정 시, 할인 혜택이 적용된 이용금액(할인금액이 포함된 총 금액), 국세/지방세/공과금, 아파트 관리비, 대학 등록금, 대중교통, 택시, 상품권 구매, 선불카드 충전건은 제외됩니다.",,,,,,,,,,,"전월 이용금액 산정 시, 할인 혜택이 적용된 이용금액(할인금액이 포함된 총 금액), 국세/지방세/공과금, 아파트 관리비, 대학 등록금, 대중교통, 택시, 상품권 구매, 선불카드 충전건은 제외됩니다.",2026-04-08 13:22
85,AAP1483,혜택,해외 적립,서비스안내,"전월 이용금액에 관계없이, 적립한도 없이 해외 가맹점 및 해외 직접구매 이용건 1.3% 빅포인트 적립",해외결제,Both,해외,포인트적립,3,%,,"법인공용카드, 무이자할부, 다이어트할부, 삼성카드 할인이 적용된 일시불 및 할부 이용금액, 고용/산재보험 및 장애인 고용부담금, 국세/지방세/공과금, 대학 등록금, 대중교통, 택시, 고속버스(차내 단말기 및 고속버스 앱 결제), 고속도로 통행요금, 모바일 티머니, 선불카드 충전(삼성유포인트카드, 삼성전자 멤버십 BLUE 삼성선불카드, 삼성올앳카드 등), 이마트 이클럽, 문자알림서비스, 스마트오토서비스 이용금액은 제외",,,"전월 이용금액에 관계없이, 적립한도 없이 해외 가맹점 및 해외 직접구매 이용건 1.3% 빅포인트 적립",2026-04-08 13:22
86,AAP1483,유의사항,해외 적립,할인 제외 대상,"법인공용카드, 무이자할부, 다이어트할부, 삼성카드 할인이 적용된 일시불 및 할부 이용금액, 고용/산재보험 및 장애인 고용부담금, 국세/지방세/공과금, 대학 등록금, 대중교통, 택시, 고속버스(차내 단말기 및 고속버스 앱 결제), 고속도로 통행요금, 모바일 티머니, 선불카드 충전(삼성유포인트카드, 삼성전자 멤버십 BLUE 삼성선불카드, 삼성올앳카드 등), 이마트 이클럽, 문자알림서비스, 스마트오토서비스 이용금액은 제외",,,,,,,,,,,"법인공용카드, 무이자할부, 다이어트할부, 삼성카드 할인이 적용된 일시불 및 할부 이용금액, 고용/산재보험 및 장애인 고용부담금, 국세/지방세/공과금, 대학 등록금, 대중교통, 택시, 고속버스(차내 단말기 및 고속버스 앱 결제), 고속도로 통행요금, 모바일 티머니, 선불카드 충전(삼성유포인트카드, 삼성전자 멤버십 BLUE 삼성선불카드, 삼성올앳카드 등), 이마트 이클럽, 문자알림서비스, 스마트오토서비스 이용금액은 제외",2026-04-08 13:22
87,AAP1483,유의사항,해외 적립,유의사항,해외겸용카드에 한해 제공됩니다.,,,,,,,,,,,해외겸용카드에 한해 제공됩니다.,2026-04-08 13:22
88,AAP1483,유의사항,해외 적립,유의사항,해외 이용 시 별도의 수수료가 부과됩니다.자세한 내용은 연회비 안내 페이지 내 유의사항에서 확인 바랍니다.,,,,,,,,,,,해외 이용 시 별도의 수수료가 부과됩니다.자세한 내용은 연회비 안내 페이지 내 유의사항에서 확인 바랍니다.,2026-04-08 13:22
89,AAP1483,유의사항,해외 적립,유의사항,보너스클럽 이용 시 보너스포인트와 빅포인트 중 높은 적립률의 포인트가 적립됩니다.,,,,,,,,,,,보너스클럽 이용 시 보너스포인트와 빅포인트 중 높은 적립률의 포인트가 적립됩니다.,2026-04-08 13:22
90,AAP1483,유의사항,해외 적립,유의사항,"적립된 빅포인트는 보너스포인트, 서비스포인트, 멤버십리워즈와 합산하여 사용하실 수 있습니다.",,,,,,,,,,,"적립된 빅포인트는 보너스포인트, 서비스포인트, 멤버십리워즈와 합산하여 사용하실 수 있습니다.",2026-04-08 13:22
91,AAP1483,유의사항,해외 적립,유의사항,"빅포인트의 유효기간은 5년으로, 유효기간 만료 시 월 단위로 자동 소멸됩니다.",,,,,,,,,,,"빅포인트의 유효기간은 5년으로, 유효기간 만료 시 월 단위로 자동 소멸됩니다.",2026-04-08 13:22
92,AAP1483,유의사항,연회비,본인_해외겸용(Mastercard) 총연회비,본인 해외겸용(Mastercard) 총연회비: 10000원,,,,,,,,,,,본인 해외겸용(Mastercard) 총연회비: 10000원,2026-04-08 13:22
93,AAP1483,유의사항,연회비,본인_국내전용 총연회비,본인 국내전용 총연회비: 10000원,,,,,,,,,,,본인 국내전용 총연회비: 10000원,2026-04-08 13:22
94,AAP1483,유의사항,연회비,본인_해외겸용(Mastercard) 기본연회비,본인 해외겸용(Mastercard) 기본연회비: 7000원,,,,,,,,,,,본인 해외겸용(Mastercard) 기본연회비: 7000원,2026-04-08 13:22
95,AAP1483,유의사항,연회비,본인_국내전용 기본연회비,본인 국내전용 기본연회비: 7000원,,,,,,,,,,,본인 국내전용 기본연회비: 7000원,2026-04-08 13:22
96,AAP1483,유의사항,연회비,본인_해외겸용(Mastercard) 제휴연회비,본인 해외겸용(Mastercard) 제휴연회비: 3000원,,,,,,,,,,,본인 해외겸용(Mastercard) 제휴연회비: 3000원,2026-04-08 13:22
97,AAP1483,유의사항,연회비,본인_국내전용 제휴연회비,본인 국내전용 제휴연회비: 3000원,,,,,,,,,,,본인 국내전용 제휴연회비: 3000원,2026-04-08 13:22
98,AAP1483,유의사항,연회비,연회비 유의사항,연회비는 카드 발급일(발급 첫 해에는 카드 사용등록일)을 기준으로 매년 청구됩니다.,,,,,,,,,,,연회비는 카드 발급일(발급 첫 해에는 카드 사용등록일)을 기준으로 매년 청구됩니다.,2026-04-08 13:22
99,AAP1483,유의사항,연회비,연회비 유의사항,카드 발급일(발급 첫 해에는 카드 사용등록일)에 연회비가 청구되지 않은 경우 최초 이용일자 기준으로 해당 결제일에 청구됩니다.,,,,,,,,,,,카드 발급일(발급 첫 해에는 카드 사용등록일)에 연회비가 청구되지 않은 경우 최초 이용일자 기준으로 해당 결제일에 청구됩니다.,2026-04-08 13:22
100,AAP1483,유의사항,연회비,연회비 유의사항,매년 카드발급일을 기준으로 직전1년 이내 실적이 없는 경우 연회비는 청구되지 않습니다.,,,,,,,,,,,매년 카드발급일을 기준으로 직전1년 이내 실적이 없는 경우 연회비는 청구되지 않습니다.,2026-04-08 13:22
101,AAP1483,유의사항,연회비,연회비 유의사항,"재발급, 갱신 시에는 이전 카드의 카드 발급일을 기준으로 연회비가 청구됩니다.",,,,,,,,,,,"재발급, 갱신 시에는 이전 카드의 카드 발급일을 기준으로 연회비가 청구됩니다.",2026-04-08 13:22
102,AAP1483,유의사항,연회비,연회비 유의사항,연회비는 기본 연회비와 제휴 연회비로 구분됩니다.,,,,,,,,,,,연회비는 기본 연회비와 제휴 연회비로 구분됩니다.,2026-04-08 13:22
103,AAP1483,유의사항,연회비,연회비 유의사항,해당 카드 연회비(기본 연회비+제휴 연회비)는 카드별로 청구됩니다.,,,,,,,,,,,해당 카드 연회비(기본 연회비+제휴 연회비)는 카드별로 청구됩니다.,2026-04-08 13:22
104,AAP1483,유의사항,연회비,연회비 유의사항,"카드 중도 해지 시, 연회비 반환 금액은 회원이 카드사와 계약을 해지한 날부터 일 단위로 나누어 계산(카드 이용이 가능하게 된 날을 기준으로 계산)하여 반환됩니다. 카드의 발행, 배송 등 카드 발급에 소요된 비용(신규 가입연도에 해당)은 반환 금액에서 제외되며, 제휴 연회비가 있는 경우에는 카드 이용 시 제공되는 추가적인 혜택 등 부가 서비스 제공에 소요된 비용이 추가적으로 반환 금액에서 제외됩니다.",,,,,,,,,,,"카드 중도 해지 시, 연회비 반환 금액은 회원이 카드사와 계약을 해지한 날부터 일 단위로 나누어 계산(카드 이용이 가능하게 된 날을 기준으로 계산)하여 반환됩니다. 카드의 발행, 배송 등 카드 발급에 소요된 비용(신규 가입연도에 해당)은 반환 금액에서 제외되며, 제휴 연회비가 있는 경우에는 카드 이용 시 제공되는 추가적인 혜택 등 부가 서비스 제공에 소요된 비용이 추가적으로 반환 금액에서 제외됩니다.",2026-04-08 13:22
105,AAP1483,유의사항,연회비,연회비 유의사항,연회비 반환 금액은 계약을 해지한 날로부터 10일(영업일 기준) 이내에 반환해 드립니다. 부가 서비스 제공 내역 확인에 시간이 소요되는 등 불가피한 사유가 있을 때에는 계약을 해지한 날로부터 3개월 이내에 반환됩니다.,,,,,,,,,,,연회비 반환 금액은 계약을 해지한 날로부터 10일(영업일 기준) 이내에 반환해 드립니다. 부가 서비스 제공 내역 확인에 시간이 소요되는 등 불가피한 사유가 있을 때에는 계약을 해지한 날로부터 3개월 이내에 반환됩니다.,2026-04-08 13:22
106,AAP1483,유의사항,연회비,연회비 유의사항,"해외에서 카드 결제 시, 현지 통화가 아닌 원화로 결제하는 경우 해외원화결제서비스(DCC) 수수료가 추가로 발생할 수 있으므로 유의하시기 바랍니다.",,,,,,,,,,,"해외에서 카드 결제 시, 현지 통화가 아닌 원화로 결제하는 경우 해외원화결제서비스(DCC) 수수료가 추가로 발생할 수 있으므로 유의하시기 바랍니다.",2026-04-08 13:22
107,AAP1483,유의사항,연회비,연회비 유의사항,해외원화결제서비스(DCC) 차단방법 : 홈페이지(PC) 또는 앱 → 전체메뉴 → 고객센터 → 해외 이용 → 해외 이용 잠금 서비스,,,,,,,,,,,해외원화결제서비스(DCC) 차단방법 : 홈페이지(PC) 또는 앱 → 전체메뉴 → 고객센터 → 해외 이용 → 해외 이용 잠금 서비스,2026-04-08 13:22
108,AAP1483,유의사항,연회비,연회비 유의사항,"해외 이용 시(해외 사이트 거래 포함) 미화(USD) 기준 거래미화금액에 접수일의 우리은행 최초 고시 전신환매도율을 적용한 후, 국제브랜드사가 부과하는 브랜드사수수료(Mastercard 1.0%)와 삼성카드가 부과하는 해외이용수수료(0.2%)를 합산하여 원화로 청구됩니다.",,,,,,,,,,,"해외 이용 시(해외 사이트 거래 포함) 미화(USD) 기준 거래미화금액에 접수일의 우리은행 최초 고시 전신환매도율을 적용한 후, 국제브랜드사가 부과하는 브랜드사수수료(Mastercard 1.0%)와 삼성카드가 부과하는 해외이용수수료(0.2%)를 합산하여 원화로 청구됩니다.",2026-04-08 13:22
109,AAP1483,유의사항,연회비,연회비 유의사항,브랜드사수수료의 경우 국제브랜드사 정책에 따라 변경될 수 있습니다.,,,,,,,,,,,브랜드사수수료의 경우 국제브랜드사 정책에 따라 변경될 수 있습니다.,2026-04-08 13:22
110,AAP1483,유의사항,연회비,연회비 유의사항,해외 이용 시 청구금액 산출방법은 아래와 같습니다.,,,,,,,,,,,해외 이용 시 청구금액 산출방법은 아래와 같습니다.,2026-04-08 13:22
111,AAP1483,유의사항,연회비,연회비 유의사항,해외 이용 시 청구금액 = (거래미화금액 × 전신환매도율①) + 브랜드사수수료② + 해외이용수수료③ ① 전신환매도율 : 접수일의 우리은행 최초 고시 전신환매도율 ② 브랜드사수수료 = (거래미화금액 × 국제브랜드 이용 수수료율 1.0%) × 전신환매도율 ③ 해외이용수수료 = (거래미화금액 × 해외서비스 수수료율 0.2%) × 전신환매도율,,,,,,,,,,,해외 이용 시 청구금액 = (거래미화금액 × 전신환매도율①) + 브랜드사수수료② + 해외이용수수료③ ① 전신환매도율 : 접수일의 우리은행 최초 고시 전신환매도율 ② 브랜드사수수료 = (거래미화금액 × 국제브랜드 이용 수수료율 1.0%) × 전신환매도율 ③ 해외이용수수료 = (거래미화금액 × 해외서비스 수수료율 0.2%) × 전신환매도율,2026-04-08 13:22
1,AAP1452,혜택,KSP,KSP,"1,000원당 스카이패스 1 마일리지 적립",,Both,국내,서비스,,,,,,,"1,000원당 스카이패스 1 마일리지 적립",2026-04-08 13:22
2,AAP1452,혜택,KSP,KSP,"1,000원당 스카이패스 1 마일리지 추가 적립",,Both,국내,서비스,,,,,,,"1,000원당 스카이패스 1 마일리지 추가 적립",2026-04-08 13:22
3,AAP1452,혜택,컨택리스(비접촉) 결제 지원,카드이용TIP,카드 플레이트에 위의 아이콘이 있으신가요? 컨택리스 아이콘이 있는 가맹점이라면 단말기에 카드 터치만으로 결제 가능! 카드를 삽입하거나 긁을 필요 없이 결제하세요. 국내와 해외에서 어디서든 안전하고 편리하게 결제할 수 있어요.,,Both,국내,서비스,,,,,,,카드 플레이트에 위의 아이콘이 있으신가요? 컨택리스 아이콘이 있는 가맹점이라면 단말기에 카드 터치만으로 결제 가능! 카드를 삽입하거나 긁을 필요 없이 결제하세요. 국내와 해외에서 어디서든 안전하고 편리하게 결제할 수 있어요.,2026-04-08 13:22
4,AAP1452,혜택,스카이패스마일리지 적립,서비스안내,"모든 가맹점 이용금액 1,000원당 스카이패스 1 마일리지 기본 적립",항공,Both,국내,마일리지적립,,,,"빅포인트 적립 제외 대상, 삼성카드와 구매캐시백포인트 제공 계약을 체결한 일부 의약품/유류 구매한도 대금결제, 페이백서비스 등의 이용금액 / 빅포인트 적립 제외 대상 / 법인공용카드, 무이자할부, 다이어트할부, 삼성카드 할인이 적용된 일시불 및 할부 이용금액, 고용/산재보험 및 장애인 고용부담금, 국세/지방세/공과금, 대학 등록금, 대중교통, 택시, 고속버스(차내 단말기 및 고속버스 App 결제), 고속도로 통행요금, 선불카드 충전(삼성유포인트카드, 삼성전자 멤버십 BLUE 삼성선불카드, 삼성올앳카드 등), 휴대폰알림서비스(S.InfoCare), 스마트오토서비스, 이마트 이클럽 등의 이용금액 / 빅포인트 적립 제외 대상, 신규사업 등 삼성카드의 영업정책 및 기타 상황 변화에 따라 삼성카드가 정하여 홈페이지 등을 통해 사전에 게시하는 이용건 / 해당 카드는 택시 이용 시에도 마일리지 적립",,,"모든 가맹점 이용금액 1,000원당 스카이패스 1 마일리지 기본 적립",2026-04-08 13:22
5,AAP1452,할인기준,스카이패스마일리지 적립,이용조건,결제건당 삼성카드 접수금액 기준으로 마일리지 적립,,,,,,,,,,,결제건당 삼성카드 접수금액 기준으로 마일리지 적립,2026-04-08 13:22
6,AAP1452,할인기준,스카이패스마일리지 적립,이용조건,"결제금액을 1,000원으로 나눈 후 소수점 이하는 반올림하여 적립",,,,,1000,원,,,,,"결제금액을 1,000원으로 나눈 후 소수점 이하는 반올림하여 적립",2026-04-08 13:22
