benefit_id,card_id,row_type,benefit_group,benefit_title,benefit_summary,category,on_offline,region,benefit_type,value,unit,target_merchants,excluded_merchants,performance_level,max_limit,benefit_content,updated_at 
7,AAP1452,유의사항,스카이패스마일리지 적립,할인 제외 대상,"빅포인트 적립 제외 대상, 삼성카드와 구매캐시백포인트 제공 계약을 체결한 일부 의약품/유류 구매한도 대금결제, 페이백서비스 등의 이용금액",,,,,,,,,,,"빅포인트 적립 제외 대상, 삼성카드와 구매캐시백포인트 제공 계약을 체결한 일부 의약품/유류 구매한도 대금결제, 페이백서비스 등의 이용금액",2026-04-08 13:22
8,AAP1452,유의사항,스카이패스마일리지 적립,할인 제외 대상,빅포인트 적립 제외 대상,,,,,,,,,,,빅포인트 적립 제외 대상,2026-04-08 13:22
9,AAP1452,유의사항,스카이패스마일리지 적립,할인 제외 대상,"법인공용카드, 무이자할부, 다이어트할부, 삼성카드 할인이 적용된 일시불 및 할부 이용금액, 고용/산재보험 및 장애인 고용부담금, 국세/지방세/공과금, 대학 등록금, 대중교통, 택시, 고속버스(차내 단말기 및 고속버스 App 결제), 고속도로 통행요금, 선불카드 충전(삼성유포인트카드, 삼성전자 멤버십 BLUE 삼성선불카드, 삼성올앳카드 등), 휴대폰알림서비스(S.InfoCare), 스마트오토서비스, 이마트 이클럽 등의 이용금액",,,,,,,,,,,"법인공용카드, 무이자할부, 다이어트할부, 삼성카드 할인이 적용된 일시불 및 할부 이용금액, 고용/산재보험 및 장애인 고용부담금, 국세/지방세/공과금, 대학 등록금, 대중교통, 택시, 고속버스(차내 단말기 및 고속버스 App 결제), 고속도로 통행요금, 선불카드 충전(삼성유포인트카드, 삼성전자 멤버십 BLUE 삼성선불카드, 삼성올앳카드 등), 휴대폰알림서비스(S.InfoCare), 스마트오토서비스, 이마트 이클럽 등의 이용금액",2026-04-08 13:22
10,AAP1452,유의사항,스카이패스마일리지 적립,할인 제외 대상,"빅포인트 적립 제외 대상, 신규사업 등 삼성카드의 영업정책 및 기타 상황 변화에 따라 삼성카드가 정하여 홈페이지 등을 통해 사전에 게시하는 이용건",,,,,,,,,,,"빅포인트 적립 제외 대상, 신규사업 등 삼성카드의 영업정책 및 기타 상황 변화에 따라 삼성카드가 정하여 홈페이지 등을 통해 사전에 게시하는 이용건",2026-04-08 13:22
11,AAP1452,유의사항,스카이패스마일리지 적립,할인 제외 대상,해당 카드는 택시 이용 시에도 마일리지 적립,,,,,,,,,,,해당 카드는 택시 이용 시에도 마일리지 적립,2026-04-08 13:22
12,AAP1452,유의사항,스카이패스마일리지 적립,유의사항,해외겸용카드로 해외 이용 시에도 기본 적립이 적용됩니다.,,,,,,,,,,,해외겸용카드로 해외 이용 시에도 기본 적립이 적용됩니다.,2026-04-08 13:22
13,AAP1452,유의사항,스카이패스마일리지 적립,유의사항,해외 : 해외 가맹점 및 해외 직접구매 이용건,,,,,,,,,,,해외 : 해외 가맹점 및 해외 직접구매 이용건,2026-04-08 13:22
14,AAP1452,유의사항,스카이패스마일리지 적립,유의사항,결제건 접수 후 마일리지 적립까지 약 10일(영업일 기준) 정도 소요됩니다.,,,,,,,,,,,결제건 접수 후 마일리지 적립까지 약 10일(영업일 기준) 정도 소요됩니다.,2026-04-08 13:22
15,AAP1452,유의사항,스카이패스마일리지 적립,유의사항,적립된 마일리지는 기존 스카이패스 마일리지와 합산하여 사용 가능합니다.,,,,,,,,,,,적립된 마일리지는 기존 스카이패스 마일리지와 합산하여 사용 가능합니다.,2026-04-08 13:22
16,AAP1452,유의사항,스카이패스마일리지 적립,유의사항,적립된 마일리지의 사용방법 및 기준은 항공사 마일리지 사용 규정에 따릅니다.,,,,,,,,,,,적립된 마일리지의 사용방법 및 기준은 항공사 마일리지 사용 규정에 따릅니다.,2026-04-08 13:22
17,AAP1452,유의사항,스카이패스마일리지 적립,유의사항,자세한 내용은 항공사 홈페이지를 확인 바랍니다.,,,,,,,,,,,자세한 내용은 항공사 홈페이지를 확인 바랍니다.,2026-04-08 13:22
18,AAP1452,유의사항,스카이패스마일리지 적립,유의사항,삼성카드 가맹점 업종 분류 기준에 의한 등록 가맹점에 한합니다.,,,,,,,,,,,삼성카드 가맹점 업종 분류 기준에 의한 등록 가맹점에 한합니다.,2026-04-08 13:22
19,AAP1452,혜택,스카이패스 마일리지 추가 적립,서비스안내,"해외형 또는 국내형 선택 시 해당 옵션 적립처에 따라 1,000원당 스카이패스 2 마일리지 적립",항공,Both,국내,마일리지적립,,,,"빅포인트 적립 제외 대상, 삼성카드와 구매캐시백포인트 제공 계약을 체결한 일부 의약품/유류 구매한도 대금결제, 페이백서비스 등의 이용금액 / 빅포인트 적립 제외 대상 / 법인공용카드, 무이자할부, 다이어트할부, 삼성카드 할인이 적용된 일시불 및 할부 이용금액,고용/산재보험 및 장애인 고용부담금, 국세/지방세/공과금, 대학 등록금, 대중교통, 택시, 고속버스(차내 단말기 및 고속버스App 결제), 고속도로통행요금, 선불카드 충전(삼성유포인트카드,삼성전자 멤버십 BLUE 삼성선불카드,삼성올앳카드 등), 휴대폰알림서비스(S.InfoCare), 스마트오토서비스, 이마트 이클럽 등의 이용금액 / 빅포인트 적립 제외 대상 업종 및 삼성카드 신규사업에 대한 포인트 적립 제외 상세 내용은 삼성카드 홈페이지를 통해 확인",,,"해외형 또는 국내형 선택 시 해당 옵션 적립처에 따라 1,000원당 스카이패스 2 마일리지 적립",2026-04-08 13:22
20,AAP1452,할인기준,스카이패스 마일리지 추가 적립,이용조건,해외형 업종: 해외,,,,,,,,,,,해외형 업종: 해외,2026-04-08 13:22
21,AAP1452,할인기준,스카이패스 마일리지 추가 적립,이용조건,해외형 적립처: 해외 가맹점 및 해외 직접구매 이용건,,,,,,,,,,,해외형 적립처: 해외 가맹점 및 해외 직접구매 이용건,2026-04-08 13:22
22,AAP1452,할인기준,스카이패스 마일리지 추가 적립,이용조건,"해외형 통합 월 적립한도: 2,000 마일리지",,,,,2000,마일,,,,,"해외형 통합 월 적립한도: 2,000 마일리지",2026-04-08 13:22
23,AAP1452,할인기준,스카이패스 마일리지 추가 적립,이용조건,국내형 업종: 백화점,,,,,,,,,,,국내형 업종: 백화점,2026-04-08 13:22
24,AAP1452,할인기준,스카이패스 마일리지 추가 적립,이용조건,"국내형 적립처: 신세계·롯데·현대·갤러리아·동아·대구백화점,AK플라자,NC 대전유성점(백화점 내 일부 임대매장 및 식품매장 제외)",,,,,,,,,,,"국내형 적립처: 신세계·롯데·현대·갤러리아·동아·대구백화점,AK플라자,NC 대전유성점(백화점 내 일부 임대매장 및 식품매장 제외)",2026-04-08 13:22
25,AAP1452,할인기준,스카이패스 마일리지 추가 적립,이용조건,"국내형 통합 월 적립한도: 2,000 마일리지",,,,,2000,마일,,,,,"국내형 통합 월 적립한도: 2,000 마일리지",2026-04-08 13:22
26,AAP1452,할인기준,스카이패스 마일리지 추가 적립,이용조건,"주유 업종: SK에너지, GS칼텍스, 현대오일뱅크, S-OIL, 알뜰주유소 및 LPG충전소 등",,,,,,,,,,,"주유 업종: SK에너지, GS칼텍스, 현대오일뱅크, S-OIL, 알뜰주유소 및 LPG충전소 등",2026-04-08 13:22
27,AAP1452,할인기준,스카이패스 마일리지 추가 적립,이용조건,"커피 업종: 스타벅스, 카페베네, 커피빈, 할리스커피 등",,,,,,,,,,,"커피 업종: 스타벅스, 카페베네, 커피빈, 할리스커피 등",2026-04-08 13:22
28,AAP1452,할인기준,스카이패스 마일리지 추가 적립,이용조건,"편의점 업종: CU, GS25, 세븐일레븐 등",,,,,25,,,,,,"편의점 업종: CU, GS25, 세븐일레븐 등",2026-04-08 13:22
29,AAP1452,할인기준,스카이패스 마일리지 추가 적립,이용조건,택시 업종: 택시,,,,,,,,,,,택시 업종: 택시,2026-04-08 13:22
30,AAP1452,할인기준,스카이패스 마일리지 추가 적립,이용조건,"결제건당 삼성카드 접수금액 기준으로 마일리지가 적립되며, 결제금액을 1,000원으로 나눈 후 소수점 이하는 반올림하여 적립",,,,,1000,원,,,,,"결제건당 삼성카드 접수금액 기준으로 마일리지가 적립되며, 결제금액을 1,000원으로 나눈 후 소수점 이하는 반올림하여 적립",2026-04-08 13:22
31,AAP1452,할인기준,스카이패스 마일리지 추가 적립,이용조건,"예 : 11,400원 결제 시 22 마일리지 적립(기본 11 마일리지+추가 11 마일리지) 11,500원 결제 시 24 마일리지 적립(기본 12 마일리지+추가 12 마일리지) 300만원 결제 시 4,000 마일리지 적립(기본 3,000 마일리지+추가 1,000 마일리지)",,,,,1.14E+36,원,,,,,"예 : 11,400원 결제 시 22 마일리지 적립(기본 11 마일리지+추가 11 마일리지) 11,500원 결제 시 24 마일리지 적립(기본 12 마일리지+추가 12 마일리지) 300만원 결제 시 4,000 마일리지 적립(기본 3,000 마일리지+추가 1,000 마일리지)",2026-04-08 13:22
32,AAP1452,할인기준,스카이패스 마일리지 추가 적립,이용조건,해외형의 경우 해외 온라인 거래 시 국내 가맹점번호로 승인 처리되는 일부 결제건(국내 전자지급 결제 대행사를 통한 결제 등) 제외,,,,,,,,,,,해외형의 경우 해외 온라인 거래 시 국내 가맹점번호로 승인 처리되는 일부 결제건(국내 전자지급 결제 대행사를 통한 결제 등) 제외,2026-04-08 13:22
33,AAP1452,할인기준,스카이패스 마일리지 추가 적립,이용조건,해외형은 해외겸용카드에 한해 제공,,,,,,,,,,,해외형은 해외겸용카드에 한해 제공,2026-04-08 13:22
34,AAP1452,할인기준,스카이패스 마일리지 추가 적립,이용조건,해외 이용 시 별도의 수수료 부과. 자세한 내용은 연회비 안내 화면 내 ‘유의사항’에서 확인,,,,,.,,,,,,해외 이용 시 별도의 수수료 부과. 자세한 내용은 연회비 안내 화면 내 ‘유의사항’에서 확인,2026-04-08 13:22
35,AAP1452,할인기준,스카이패스 마일리지 추가 적립,이용조건,선택한 옵션에 대해서만 적립 적용,,,,,,,,,,,선택한 옵션에 대해서만 적립 적용,2026-04-08 13:22
36,AAP1452,할인기준,스카이패스 마일리지 추가 적립,이용조건,"적립 혜택은 카드 승인일 기준으로 적용. 단, 해외 이용 시 삼성카드에 접수된 현지 승인일 기준으로 적용",,,,,.,,,,,,"적립 혜택은 카드 승인일 기준으로 적용. 단, 해외 이용 시 삼성카드에 접수된 현지 승인일 기준으로 적용",2026-04-08 13:22
37,AAP1452,할인기준,스카이패스 마일리지 추가 적립,이용조건,"옵션은 삼성카드 홈페이지(PC, 모바일)·앱을 통해 매월 변경할 수 있으며, 변경 신청 다음 달 1일에 자동 반영",,,,,1,,,,,,"옵션은 삼성카드 홈페이지(PC, 모바일)·앱을 통해 매월 변경할 수 있으며, 변경 신청 다음 달 1일에 자동 반영",2026-04-08 13:22
38,AAP1452,할인기준,스카이패스 마일리지 추가 적립,이용조건,특별 적립은 ‘기본 1 마일리지+추가 1 마일리지’의 형태로 적립,,,,,,,,,,,특별 적립은 ‘기본 1 마일리지+추가 1 마일리지’의 형태로 적립,2026-04-08 13:22
39,AAP1452,할인기준,스카이패스 마일리지 추가 적립,이용조건,"통합 월 적립한도는 2,000 마일리지(적립한도 초과 시 기본 적립 적용)",,,,,,,,,,,"통합 월 적립한도는 2,000 마일리지(적립한도 초과 시 기본 적립 적용)",2026-04-08 13:22
40,AAP1452,할인기준,스카이패스 마일리지 추가 적립,이용조건,전월 이용금액에 관계없이 제공,,,,,,,,,,,전월 이용금액에 관계없이 제공,2026-04-08 13:22
41,AAP1452,유의사항,스카이패스 마일리지 추가 적립,유의사항,삼성카드 가맹점 업종 분류 기준에 의한 등록 가맹점에 한합니다.,,,,,,,,,,,삼성카드 가맹점 업종 분류 기준에 의한 등록 가맹점에 한합니다.,2026-04-08 13:22
42,AAP1452,유의사항,스카이패스 마일리지 추가 적립,유의사항,백화점 내 일부 임대매장 및 식품매장은 제외됩니다.,,,,,,,,,,,백화점 내 일부 임대매장 및 식품매장은 제외됩니다.,2026-04-08 13:22
43,AAP1452,유의사항,스카이패스 마일리지 추가 적립,유의사항,결제건 접수 후 마일리지 적립까지 약 10일(영업일 기준) 정도 소요됩니다.,,,,,,,,,,,결제건 접수 후 마일리지 적립까지 약 10일(영업일 기준) 정도 소요됩니다.,2026-04-08 13:22
44,AAP1452,유의사항,스카이패스 마일리지 추가 적립,유의사항,적립된 마일리지는 기존 스카이패스 마일리지와 합산하여 사용 가능합니다.,,,,,,,,,,,적립된 마일리지는 기존 스카이패스 마일리지와 합산하여 사용 가능합니다.,2026-04-08 13:22
45,AAP1452,유의사항,스카이패스 마일리지 추가 적립,유의사항,적립된 마일리지의 사용방법 및 기준은 항공사 마일리지 사용 규정을 따릅니다.,,,,,,,,,,,적립된 마일리지의 사용방법 및 기준은 항공사 마일리지 사용 규정을 따릅니다.,2026-04-08 13:22
46,AAP1452,유의사항,스카이패스 마일리지 추가 적립,유의사항,자세한 내용은 항공사 홈페이지를 확인 바랍니다.,,,,,,,,,,,자세한 내용은 항공사 홈페이지를 확인 바랍니다.,2026-04-08 13:22
47,AAP1452,유의사항,스카이패스 마일리지 추가 적립,할인 제외 대상,"빅포인트 적립 제외 대상, 삼성카드와 구매캐시백포인트 제공 계약을 체결한 일부 의약품/유류 구매한도 대금결제, 페이백서비스 등의 이용금액",,,,,,,,,,,"빅포인트 적립 제외 대상, 삼성카드와 구매캐시백포인트 제공 계약을 체결한 일부 의약품/유류 구매한도 대금결제, 페이백서비스 등의 이용금액",2026-04-08 13:22
48,AAP1452,유의사항,스카이패스 마일리지 추가 적립,할인 제외 대상,빅포인트 적립 제외 대상,,,,,,,,,,,빅포인트 적립 제외 대상,2026-04-08 13:22
49,AAP1452,유의사항,스카이패스 마일리지 추가 적립,할인 제외 대상,"법인공용카드, 무이자할부, 다이어트할부, 삼성카드 할인이 적용된 일시불 및 할부 이용금액,고용/산재보험 및 장애인 고용부담금, 국세/지방세/공과금, 대학 등록금, 대중교통, 택시, 고속버스(차내 단말기 및 고속버스App 결제), 고속도로통행요금, 선불카드 충전(삼성유포인트카드,삼성전자 멤버십 BLUE 삼성선불카드,삼성올앳카드 등), 휴대폰알림서비스(S.InfoCare), 스마트오토서비스, 이마트 이클럽 등의 이용금액",,,,,,,,,,,"법인공용카드, 무이자할부, 다이어트할부, 삼성카드 할인이 적용된 일시불 및 할부 이용금액,고용/산재보험 및 장애인 고용부담금, 국세/지방세/공과금, 대학 등록금, 대중교통, 택시, 고속버스(차내 단말기 및 고속버스App 결제), 고속도로통행요금, 선불카드 충전(삼성유포인트카드,삼성전자 멤버십 BLUE 삼성선불카드,삼성올앳카드 등), 휴대폰알림서비스(S.InfoCare), 스마트오토서비스, 이마트 이클럽 등의 이용금액",2026-04-08 13:22
50,AAP1452,유의사항,스카이패스 마일리지 추가 적립,할인 제외 대상,빅포인트 적립 제외 대상 업종 및 삼성카드 신규사업에 대한 포인트 적립 제외 상세 내용은 삼성카드 홈페이지를 통해 확인,,,,,,,,,,,빅포인트 적립 제외 대상 업종 및 삼성카드 신규사업에 대한 포인트 적립 제외 상세 내용은 삼성카드 홈페이지를 통해 확인,2026-04-08 13:22
51,AAP1452,유의사항,스카이패스 마일리지 추가 적립,할인 제외 대상,해당 카드는 택시 이용 시에도 마일리지 적립,,,,,,,,,,,해당 카드는 택시 이용 시에도 마일리지 적립,2026-04-08 13:22
52,AAP1452,혜택,아멕스 PLATINUM 등급 서비스,서비스안내,아멕스 프리미엄카드(PLATINUM) 회원에게 아멕스의 제휴사가 제공하는 서비스,,Both,국내,서비스,,,,,,,아멕스 프리미엄카드(PLATINUM) 회원에게 아멕스의 제휴사가 제공하는 서비스,2026-04-08 13:22
53,AAP1452,혜택,아멕스 PLATINUM 등급 서비스,서비스안내,아멕스 PLATINUM 등급 서비스 안내장 다운로드,,Both,국내,서비스,,,,,,,아멕스 PLATINUM 등급 서비스 안내장 다운로드,2026-04-08 13:22
54,AAP1452,혜택,아멕스 PLATINUM 등급 서비스,서비스안내,아멕스 PLATINUM 등급 서비스 안내장 다운로드,,Both,국내,서비스,,,,,,,아멕스 PLATINUM 등급 서비스 안내장 다운로드,2026-04-08 13:22
55,AAP1452,유의사항,아멕스 PLATINUM 등급 서비스,유의사항,국제 브랜드사 서비스 관련 자세한 내용은 아래 국제 브랜드사별 홈페이지를 통해 확인해 주세요.,,,,,,,,,,,국제 브랜드사 서비스 관련 자세한 내용은 아래 국제 브랜드사별 홈페이지를 통해 확인해 주세요.,2026-04-08 13:22
56,AAP1452,유의사항,아멕스 PLATINUM 등급 서비스,유의사항,VISA 바로가기 : www.visakorea.com,,,,,,,,,,,VISA 바로가기 : www.visakorea.com,2026-04-08 13:22
57,AAP1452,유의사항,아멕스 PLATINUM 등급 서비스,유의사항,Mastercard 바로가기 : www.mastercard.co.kr,,,,,,,,,,,Mastercard 바로가기 : www.mastercard.co.kr,2026-04-08 13:22
58,AAP1452,유의사항,아멕스 PLATINUM 등급 서비스,유의사항,아멕스 바로가기 : www.americanexpress.com,,,,,,,,,,,아멕스 바로가기 : www.americanexpress.com,2026-04-08 13:22
59,AAP1452,유의사항,아멕스 PLATINUM 등급 서비스,유의사항,UnionPay 바로가기 : www.unionpayintl.com/kr,,,,,,,,,,,UnionPay 바로가기 : www.unionpayintl.com/kr,2026-04-08 13:22
60,AAP1452,유의사항,아멕스 PLATINUM 등급 서비스,유의사항,"삼성카드 선택 서비스는 국제 브랜드사별 홈페이지 안내사항과 제공 내용(대상 카드, 제공횟수 및 전월 이용금액 조건, 대상점)이 다를 수 있으므로, 삼성카드에서 제공하는 국제 브랜드 서비스 안내장을 확인하시기 바랍니다.(국제 브랜드사별 홈페이지에 안내된 대상점이라 하더라도 삼성카드에서 안내된 대상점이 아닌 경우 서비스가 제공되지 않음)",,,,,,,,,,,"삼성카드 선택 서비스는 국제 브랜드사별 홈페이지 안내사항과 제공 내용(대상 카드, 제공횟수 및 전월 이용금액 조건, 대상점)이 다를 수 있으므로, 삼성카드에서 제공하는 국제 브랜드 서비스 안내장을 확인하시기 바랍니다.(국제 브랜드사별 홈페이지에 안내된 대상점이라 하더라도 삼성카드에서 안내된 대상점이 아닌 경우 서비스가 제공되지 않음)",2026-04-08 13:22
61,AAP1452,유의사항,아멕스 PLATINUM 등급 서비스,유의사항,"국제 브랜드사별 서비스 안내사항 중 대상 등급 서비스가 아닌 경우, 서비스 제공이 제한될 수 있습니다.",,,,,,,,,,,"국제 브랜드사별 서비스 안내사항 중 대상 등급 서비스가 아닌 경우, 서비스 제공이 제한될 수 있습니다.",2026-04-08 13:22
62,AAP1452,유의사항,아멕스 PLATINUM 등급 서비스,유의사항,"금융상품 이용 전 상품설명서, 홈페이지, 약관을 통해 이용조건을 확인 바랍니다.",,,,,,,,,,,"금융상품 이용 전 상품설명서, 홈페이지, 약관을 통해 이용조건을 확인 바랍니다.",2026-04-08 13:22
63,AAP1452,유의사항,아멕스 PLATINUM 등급 서비스,유의사항,등급서비스 : 여신금융협회 심의필 제 2025-C1a-12369호(2025.08.27),,,,,,,,,,,등급서비스 : 여신금융협회 심의필 제 2025-C1a-12369호(2025.08.27),2026-04-08 13:22
64,AAP1452,유의사항,아멕스 PLATINUM 등급 서비스,유의사항,선택서비스 : 여신금융협회 심의필 제 2025-C1a-12190호(2025.08.25),,,,,,,,,,,선택서비스 : 여신금융협회 심의필 제 2025-C1a-12190호(2025.08.25),2026-04-08 13:22
65,AAP1452,유의사항,연회비,본인_해외겸용 총 연회비,본인 해외겸용 총 연회비: 49000원,,,,,,,,,,,본인 해외겸용 총 연회비: 49000원,2026-04-08 13:22
66,AAP1452,유의사항,연회비,본인_국내전용 총 연회비,본인 국내전용 총 연회비: 47000원,,,,,,,,,,,본인 국내전용 총 연회비: 47000원,2026-04-08 13:22
67,AAP1452,유의사항,연회비,본인_해외겸용 기본 연회비,본인 해외겸용 기본 연회비: 7000원,,,,,,,,,,,본인 해외겸용 기본 연회비: 7000원,2026-04-08 13:22
68,AAP1452,유의사항,연회비,본인_국내전용 기본 연회비,본인 국내전용 기본 연회비: 7000원,,,,,,,,,,,본인 국내전용 기본 연회비: 7000원,2026-04-08 13:22
69,AAP1452,유의사항,연회비,본인_해외겸용 제휴 연회비,본인 해외겸용 제휴 연회비: 42000원,,,,,,,,,,,본인 해외겸용 제휴 연회비: 42000원,2026-04-08 13:22
70,AAP1452,유의사항,연회비,본인_국내전용 제휴 연회비,본인 국내전용 제휴 연회비: 40000원,,,,,,,,,,,본인 국내전용 제휴 연회비: 40000원,2026-04-08 13:22
71,AAP1452,유의사항,연회비,연회비 유의사항,연회비는 카드 발급일(발급 첫 해에는 카드 사용등록일)을 기준으로 매년 청구됩니다.,,,,,,,,,,,연회비는 카드 발급일(발급 첫 해에는 카드 사용등록일)을 기준으로 매년 청구됩니다.,2026-04-08 13:22
72,AAP1452,유의사항,연회비,연회비 유의사항,카드 발급일(발급 첫 해에는 카드 사용등록일)에 연회비가 청구되지 않은 경우 최초 이용일자 기준으로 해당 결제일에 청구됩니다.,,,,,,,,,,,카드 발급일(발급 첫 해에는 카드 사용등록일)에 연회비가 청구되지 않은 경우 최초 이용일자 기준으로 해당 결제일에 청구됩니다.,2026-04-08 13:22
73,AAP1452,유의사항,연회비,연회비 유의사항,매년 카드 발급일을 기준으로 직전 1년 이내 실적이 없는 경우 연회비가 청구되지 않습니다.,,,,,,,,,,,매년 카드 발급일을 기준으로 직전 1년 이내 실적이 없는 경우 연회비가 청구되지 않습니다.,2026-04-08 13:22
74,AAP1452,유의사항,연회비,연회비 유의사항,"재발급, 갱신 시에는 이전 카드의 카드 발급일을 기준으로 연회비가 청구됩니다.",,,,,,,,,,,"재발급, 갱신 시에는 이전 카드의 카드 발급일을 기준으로 연회비가 청구됩니다.",2026-04-08 13:22
75,AAP1452,유의사항,연회비,연회비 유의사항,연회비는 기본 연회비와 제휴 연회비로 구분됩니다.,,,,,,,,,,,연회비는 기본 연회비와 제휴 연회비로 구분됩니다.,2026-04-08 13:22
76,AAP1452,유의사항,연회비,연회비 유의사항,해당 카드 연회비(기본 연회비+제휴 연회비)는 카드별로 청구됩니다.,,,,,,,,,,,해당 카드 연회비(기본 연회비+제휴 연회비)는 카드별로 청구됩니다.,2026-04-08 13:22
77,AAP1452,유의사항,연회비,연회비 유의사항,"카드 중도 해지 시, 연회비 반환 금액은 회원이 카드사와 계약을 해지한 날부터 일 단위로 나누어 계산하여 반환됩니다. 카드의 발행, 배송 등 카드 발급에 소요된 비용(신규 가입연도에 해당)은 반환 금액에서 제외되며, 제휴 연회비가 있는 경우에는 카드 이용 시 제공되는 추가적인 혜택 등 부가 서비스 제공에 소요된 비용이 추가적으로 반환 금액에서 제외됩니다.",,,,,,,,,,,"카드 중도 해지 시, 연회비 반환 금액은 회원이 카드사와 계약을 해지한 날부터 일 단위로 나누어 계산하여 반환됩니다. 카드의 발행, 배송 등 카드 발급에 소요된 비용(신규 가입연도에 해당)은 반환 금액에서 제외되며, 제휴 연회비가 있는 경우에는 카드 이용 시 제공되는 추가적인 혜택 등 부가 서비스 제공에 소요된 비용이 추가적으로 반환 금액에서 제외됩니다.",2026-04-08 13:22
78,AAP1452,유의사항,연회비,연회비 유의사항,연회비 반환 금액은 계약을 해지한 날로부터 10일(영업일 기준) 이내에 반환해 드립니다. 부가 서비스 제공 내역 확인에 시간이 소요되는 등 불가피한 사유가 있을 때에는 계약을 해지한 날로부터 3개월 이내에 반환됩니다.,,,,,,,,,,,연회비 반환 금액은 계약을 해지한 날로부터 10일(영업일 기준) 이내에 반환해 드립니다. 부가 서비스 제공 내역 확인에 시간이 소요되는 등 불가피한 사유가 있을 때에는 계약을 해지한 날로부터 3개월 이내에 반환됩니다.,2026-04-08 13:22
79,AAP1452,유의사항,연회비,연회비 유의사항,"해외에서 카드 결제 시, 현지 통화가 아닌 원화로 결제하는 경우 해외원화결제서비스(DCC) 수수료가 추가로 발생할 수 있으므로 유의하시기 바랍니다. 해외원화결제서비스(DCC) 차단방법 : 홈페이지(PC) 또는 앱 → 전체메뉴 → 고객센터 → 해외 이용 → 해외 이용 잠금 서비스",,,,,,,,,,,"해외에서 카드 결제 시, 현지 통화가 아닌 원화로 결제하는 경우 해외원화결제서비스(DCC) 수수료가 추가로 발생할 수 있으므로 유의하시기 바랍니다. 해외원화결제서비스(DCC) 차단방법 : 홈페이지(PC) 또는 앱 → 전체메뉴 → 고객센터 → 해외 이용 → 해외 이용 잠금 서비스",2026-04-08 13:22
80,AAP1452,유의사항,연회비,연회비 유의사항,"해외 이용 시(해외 사이트 거래 포함) 미화(USD) 기준 거래미화금액에 접수일의 우리은행 최초 고시 전신환매도율을 적용한 후, 국제브랜드사가 부과하는 브랜드사수수료(아멕스 1.4%)와 삼성카드가 부과하는 해외이용수수료(0.2%)를 합산하여 원화로 청구됩니다. 브랜드사수수료의 경우 국제브랜드사 정책에 따라 변경될 수 있음",,,,,,,,,,,"해외 이용 시(해외 사이트 거래 포함) 미화(USD) 기준 거래미화금액에 접수일의 우리은행 최초 고시 전신환매도율을 적용한 후, 국제브랜드사가 부과하는 브랜드사수수료(아멕스 1.4%)와 삼성카드가 부과하는 해외이용수수료(0.2%)를 합산하여 원화로 청구됩니다. 브랜드사수수료의 경우 국제브랜드사 정책에 따라 변경될 수 있음",2026-04-08 13:22
81,AAP1452,유의사항,연회비,연회비 유의사항,해외 이용 시 청구금액 산출방법은 아래와 같습니다. 해외 이용 시 청구금액 = (거래미화금액 × 전신환매도율①) + 브랜드사수수료② + 해외이용수수료③ ① 전신환매도율 : 접수일의 우리은행 최초 고시 전신환매도율 ② 브랜드사수수료 = (거래미화금액 × 국제브랜드 이용 수수료율 1.4%) × 전신환매도율 ③ 해외이용수수료 = (거래미화금액 × 해외서비스 수수료율 0.2%) × 전신환매도율,,,,,,,,,,,해외 이용 시 청구금액 산출방법은 아래와 같습니다. 해외 이용 시 청구금액 = (거래미화금액 × 전신환매도율①) + 브랜드사수수료② + 해외이용수수료③ ① 전신환매도율 : 접수일의 우리은행 최초 고시 전신환매도율 ② 브랜드사수수료 = (거래미화금액 × 국제브랜드 이용 수수료율 1.4%) × 전신환매도율 ③ 해외이용수수료 = (거래미화금액 × 해외서비스 수수료율 0.2%) × 전신환매도율,2026-04-08 13:22
